COUNTRYCODE,YEAR,ARMEDFORCESPERCOFPOP
AFG,1985,0.41131353
AFG,1989,0.46319574
AFG,1990,0.48150274
AFG,1991,0.3676822
AFG,1992,0.33888254
AFG,1993,0.30114183
AFG,1994,0.27691022
AFG,1995,2.2442553
AFG,1996,2.4151025
AFG,1997,2.324945
AFG,1998,2.0876875
AFG,1999,2.0112896
AFG,2000,1.9870564
AFG,2002,0.56132257
AFG,2003,0.5718557
AFG,2004,0.11459811
AFG,2005,0.11063524
AFG,2006,0.20059747
AFG,2007,0.1968368
AFG,2008,0.35495034
AFG,2009,0.9311311
AFG,2010,1.0847108
AFG,2011,1.1597173
AFG,2012,1.1065122
AFG,2013,1.0456109
AFG,2014,0.94167954
AFG,2015,0.9440845
AFG,2016,0.9308206
AFG,2017,0.9050436
AFG,2018,0.74272656
AFG,2019,0.7343604
AFG,2020,0.42233044
AFG,2023,
ALA,2023,
ALB,1985,1.3350085
ALB,1992,1.9802258
ALB,1993,1.9830519
ALB,1994,1.9881549
ALB,1995,2.654581
ALB,1996,2.079718
ALB,1997,2.0900357
ALB,1998,2.1027508
ALB,1999,2.116951
ALB,2000,2.1319578
ALB,2001,1.2865753
ALB,2002,0.8615053
ALB,2003,0.7055719
ALB,2004,0.69385886
ALB,2005,0.73144376
ALB,2006,0.376956
ALB,2007,0.4796809
ALB,2008,0.48448333
ALB,2009,0.49790034
ALB,2010,0.503469
ALB,2011,0.5066211
ALB,2012,0.5068821
ALB,2013,0.29234618
ALB,2014,0.29273108
ALB,2015,0.29324612
ALB,2016,0.29332444
ALB,2017,0.3105378
ALB,2018,0.31096882
ALB,2019,0.27729934
ALB,2020,0.27856123
ALB,2023,
DZA,1985,0.7724291
DZA,1989,0.5089996
DZA,1990,0.49653688
DZA,1991,0.4848412
DZA,1992,0.47317693
DZA,1993,0.4619277
DZA,1994,0.45181975
DZA,1995,0.5721782
DZA,1996,0.56797445
DZA,1997,0.91347826
DZA,1998,0.8923908
DZA,1999,0.99493635
DZA,2000,0.9875792
DZA,2001,0.9741097
DZA,2002,1.0012349
DZA,2003,0.9594178
DZA,2004,0.97461605
DZA,2005,0.9634781
DZA,2006,0.9933541
DZA,2007,0.97691166
DZA,2008,0.9593039
DZA,2009,0.94166315
DZA,2010,0.876529
DZA,2011,0.8595431
DZA,2012,0.84258354
DZA,2013,0.8257377
DZA,2014,0.80908066
DZA,2015,0.79261416
DZA,2016,0.7764866
DZA,2017,0.76038766
DZA,2018,0.7457951
DZA,2019,0.73219454
DZA,2020,0.74020183
DZA,2023,
ASM,2023,
AND,2023,
AGO,1985,0.50618255
AGO,1989,0.95208365
AGO,1990,0.98913604
AGO,1991,1.2475586
AGO,1992,1.0302913
AGO,1993,0.9978886
AGO,1994,0.90568024
AGO,1995,0.89052796
AGO,1996,0.7508334
AGO,1997,0.856049
AGO,1998,0.85096157
AGO,1999,0.81380296
AGO,2000,0.72554094
AGO,2001,0.86880416
AGO,2002,0.63482344
AGO,2003,0.7244896
AGO,2004,0.6343957
AGO,2005,0.6116804
AGO,2006,0.5495813
AGO,2007,0.5630815
AGO,2008,0.5422036
AGO,2009,0.52197856
AGO,2010,0.5022584
AGO,2011,0.48310563
AGO,2012,0.46470338
AGO,2013,0.44715255
AGO,2014,0.43076915
AGO,2015,0.4155161
AGO,2016,0.40091804
AGO,2017,0.3869714
AGO,2018,0.37383652
AGO,2019,0.36138347
AGO,2020,0.3497643
AGO,2023,
AIA,2023,
ATG,1985,0.15489706
ATG,1995,0.2933928
ATG,1996,0.28740588
ATG,1997,0.2111754
ATG,1998,0.2072367
ATG,1999,0.27161366
ATG,2000,0.26709044
ATG,2001,0.26304367
ATG,2002,0.25973353
ATG,2003,0.2569208
ATG,2004,0.21607332
ATG,2005,0.2136242
ATG,2006,0.21100712
ATG,2007,0.20813183
ATG,2009,0.20204902
ATG,2010,0.19932932
ATG,2011,0.20858441
ATG,2012,0.20635575
ATG,2013,0.20450363
ATG,2014,0.20286262
ATG,2015,0.20141663
ATG,2016,0.2001579
ATG,2017,0.0
ATG,2018,0.0
ATG,2019,0.0
ATG,2020,0.0
ATG,2023,
ARG,1985,0.3560079
ARG,1989,0.29438275
ARG,1990,0.25949556
ARG,1991,0.21065146
ARG,1992,0.19291562
ARG,1993,0.19032189
ARG,1994,0.19934453
ARG,1995,0.2808671
ARG,1996,0.2919996
ARG,1997,0.2899765
ARG,1998,0.28658766
ARG,1999,0.2765077
ARG,2000,0.27489704
ARG,2001,0.26923758
ARG,2002,0.26584765
ARG,2003,0.26701906
ARG,2004,0.26277915
ARG,2005,0.26009306
ARG,2006,0.27005157
ARG,2007,0.2673883
ARG,2008,0.2646936
ARG,2009,0.25539237
ARG,2010,0.25270873
ARG,2011,0.25005627
ARG,2012,0.24749964
ARG,2013,0.24810715
ARG,2014,0.2455605
ARG,2015,0.24254225
ARG,2016,0.24020357
ARG,2017,0.23708002
ARG,2018,0.23558486
ARG,2019,0.2290242
ARG,2020,0.22791687
ARG,2023,
ARM,1992,0.55993754
ARM,1993,0.6081154
ARM,1994,1.337465
ARM,1995,1.8442738
ARM,1996,1.781202
ARM,1997,1.8790947
ARM,1998,1.6955804
ARM,1999,1.7175887
ARM,2000,1.3533549
ARM,2001,1.3941575
ARM,2002,1.4923458
ARM,2003,1.5005271
ARM,2004,1.6211799
ARM,2005,1.6299078
ARM,2006,1.5717397
ARM,2007,1.4118705
ARM,2008,1.4189463
ARM,2009,1.8866336
ARM,2010,1.8944805
ARM,2011,1.9001004
ARM,2012,1.6800834
ARM,2013,1.6800759
ARM,2014,1.6801317
ARM,2015,1.6808598
ARM,2016,1.6822252
ARM,2017,1.6810079
ARM,2018,1.6770238
ARM,2019,1.6873732
ARM,2020,1.6258199
ARM,2023,
ABW,2023,
AUS,1985,0.44456533
AUS,1989,0.41495484
AUS,1990,0.39705133
AUS,1991,0.39185995
AUS,1992,0.3874813
AUS,1993,0.38368505
AUS,1994,0.3631815
AUS,1995,0.31555164
AUS,1996,0.32121906
AUS,1997,0.3155927
AUS,1998,0.31227174
AUS,1999,0.2971983
AUS,2000,0.2696992
AUS,2001,0.26697123
AUS,2002,0.2597561
AUS,2003,0.27044213
AUS,2004,0.2593952
AUS,2005,0.2611554
AUS,2006,0.24768686
AUS,2007,0.2624735
AUS,2008,0.2573636
AUS,2009,0.2596158
AUS,2010,0.25541148
AUS,2011,0.25378427
AUS,2012,0.2459239
AUS,2013,0.24423073
AUS,2014,0.24051143
AUS,2015,0.24135673
AUS,2016,0.23756763
AUS,2017,0.23452349
AUS,2018,0.23129302
AUS,2019,0.23153
AUS,2020,0.23306644
AUS,2023,
AUT,1985,0.7231372
AUT,1989,0.6298914
AUT,1990,0.55992633
AUT,1991,0.5672232
AUT,1992,0.56103367
AUT,1993,0.56908476
AUT,1994,0.5668863
AUT,1995,0.7018625
AUT,1996,0.70092857
AUT,1997,0.57090884
AUT,1998,0.57028884
AUT,1999,0.50663954
AUT,2000,0.5054368
AUT,2001,0.43023112
AUT,2002,0.4281333
AUT,2003,0.42597455
AUT,2004,0.47715452
AUT,2005,0.48607704
AUT,2006,0.4836846
AUT,2007,0.421844
AUT,2008,0.42051154
AUT,2009,0.31036478
AUT,2010,0.30792403
AUT,2011,0.2770091
AUT,2012,0.27041322
AUT,2013,0.2652875
AUT,2014,0.26322687
AUT,2015,0.24699268
AUT,2016,0.25635526
AUT,2017,0.2386707
AUT,2018,0.25843716
AUT,2019,0.2477246
AUT,2020,0.25780818
AUT,2023,
AZE,1992,0.5806312
AZE,1993,0.5996751
AZE,1994,0.65713006
AZE,1995,1.6413542
AZE,1996,1.4136242
AZE,1997,1.3444761
AZE,1998,1.0858779
AZE,1999,1.0480947
AZE,2000,1.0654778
AZE,2001,1.0555372
AZE,2002,1.0461093
AZE,2003,0.97018194
AZE,2004,0.9540826
AZE,2005,0.95379835
AZE,2006,0.941303
AZE,2007,0.9288343
AZE,2008,0.91695946
AZE,2009,0.90578496
AZE,2010,0.89583176
AZE,2011,0.8853621
AZE,2012,0.8740279
AZE,2013,0.8622346
AZE,2014,0.85089034
AZE,2015,0.8402704
AZE,2016,0.83042884
AZE,2017,0.8225942
AZE,2018,0.816257
AZE,2019,0.81104237
AZE,2020,0.80536747
AZE,2023,
BHS,1985,0.19753788
BHS,1995,0.696693
BHS,1996,1.0449423
BHS,1997,1.0165282
BHS,1998,1.0021311
BHS,1999,1.001333
BHS,2000,0.98825216
BHS,2001,0.97621095
BHS,2002,0.2714318
BHS,2003,0.26819798
BHS,2004,0.25313252
BHS,2005,0.25010398
BHS,2006,0.24689019
BHS,2007,0.24342677
BHS,2008,0.27926487
BHS,2009,0.23708048
BHS,2010,0.23405692
BHS,2011,0.2286895
BHS,2012,0.22641127
BHS,2013,0.3430939
BHS,2014,0.3400809
BHS,2015,0.33739766
BHS,2016,0.3350498
BHS,2017,0.25611213
BHS,2018,0.3310685
BHS,2019,0.50680256
BHS,2020,0.50527126
BHS,2023,
BHR,1985,0.65068614
BHR,1989,1.0054617
BHR,1990,1.5541373
BHR,1991,1.5042089
BHR,1992,1.2780626
BHR,1993,1.2438562
BHR,1994,1.3843033
BHR,1995,3.371675
BHR,1996,3.3358257
BHR,1997,3.3415015
BHR,1998,3.2611501
BHR,1999,3.231119
BHR,2000,3.166339
BHR,2001,3.0288916
BHR,2002,2.7787342
BHR,2003,2.6379728
BHR,2004,2.409904
BHR,2005,2.2518392
BHR,2006,1.9103676
BHR,2007,1.7969112
BHR,2008,1.6954174
BHR,2009,1.6441685
BHR,2010,1.6040211
BHR,2011,1.612672
BHR,2012,1.5999922
BHR,2013,1.547942
BHR,2014,1.4823245
BHR,2015,1.4208455
BHR,2016,1.361259
BHR,2017,1.2820876
BHR,2018,1.2820667
BHR,2019,1.278917
BHR,2020,1.2811643
BHR,2023,
BGD,1985,0.09106889
BGD,1989,0.09412087
BGD,1990,0.09226607
BGD,1991,0.09403529
BGD,1992,0.09227945
BGD,1993,0.09057641
BGD,1994,0.09389817
BGD,1995,0.1390698
BGD,1996,0.13390769
BGD,1997,0.13420019
BGD,1998,0.13169032
BGD,1999,0.14548701
BGD,2000,0.10182523
BGD,2001,0.14633888
BGD,2002,0.1440976
BGD,2003,0.13385798
BGD,2004,0.17564385
BGD,2005,0.17413448
BGD,2006,0.14616893
BGD,2007,0.14933519
BGD,2008,0.14785159
BGD,2009,0.14644901
BGD,2010,0.14517097
BGD,2011,0.14385606
BGD,2012,0.14248398
BGD,2013,0.14115316
BGD,2014,0.13987286
BGD,2015,0.13862823
BGD,2016,0.13739656
BGD,2017,0.13626322
BGD,2018,0.13884893
BGD,2019,0.13764833
BGD,2020,0.13650195
BGD,2023,
BRB,1985,0.3909457
BRB,1995,0.22900589
BRB,1996,0.22879282
BRB,1997,0.22869602
BRB,1998,0.23248546
BRB,1999,0.23240131
BRB,2000,0.22898316
BRB,2001,0.22867945
BRB,2002,0.22718064
BRB,2003,0.22578885
BRB,2004,0.22825326
BRB,2005,0.22704265
BRB,2006,0.22595438
BRB,2007,0.2248848
BRB,2008,0.36673158
BRB,2009,0.22256194
BRB,2010,0.22166261
BRB,2011,0.22093925
BRB,2012,0.22029296
BRB,2013,0.21972084
BRB,2014,0.21918635
BRB,2015,0.21868345
BRB,2016,0.21820316
BRB,2017,0.35697457
BRB,2018,0.21733399
BRB,2019,0.35566685
BRB,2020,0.35504556
BRB,2023,
BLR,1992,0.9982855
BLR,1993,1.1229078
BLR,1994,0.6353775
BLR,1995,1.0434011
BLR,1996,0.919916
BLR,1997,0.88714886
BLR,1998,0.9027306
BLR,1999,1.0349454
BLR,2000,0.91179746
BLR,2001,1.9410297
BLR,2002,1.9223362
BLR,2003,1.8657341
BLR,2004,1.8695354
BLR,2005,1.8928858
BLR,2006,1.904663
BLR,2007,1.9136099
BLR,2008,1.9203899
BLR,2009,1.9242078
BLR,2010,1.9275702
BLR,2011,1.6679544
BLR,2012,1.6696564
BLR,2013,1.669413
BLR,2014,1.6679581
BLR,2015,1.6653956
BLR,2016,1.6354322
BLR,2017,1.6323115
BLR,2018,1.6387169
BLR,2019,1.6427559
BLR,2020,1.6896776
BLR,2023,
BEL,1985,0.92709875
BEL,1989,1.1070266
BEL,1990,1.0641583
BEL,1991,1.0101103
BEL,1992,0.7863868
BEL,1993,0.69410825
BEL,1994,0.52392507
BEL,1995,0.4656113
BEL,1996,0.45584682
BEL,1997,0.43658018
BEL,1998,0.42829993
BEL,1999,0.40824792
BEL,2000,0.3833521
BEL,2001,0.3830093
BEL,2002,0.37936968
BEL,2003,0.39320728
BEL,2004,0.3454481
BEL,2005,0.35309288
BEL,2006,0.37920454
BEL,2007,0.36704385
BEL,2008,0.36415696
BEL,2009,0.3651385
BEL,2010,0.32675695
BEL,2011,0.3084636
BEL,2012,0.2763904
BEL,2013,0.33601466
BEL,2014,0.3354127
BEL,2015,0.32238665
BEL,2016,0.29825324
BEL,2017,0.28128055
BEL,2018,0.27562517
BEL,2019,0.2262725
BEL,2020,0.20797127
BEL,2023,
BLZ,1985,0.36639208
BLZ,1989,0.5584377
BLZ,1990,0.5463018
BLZ,1991,0.5347393
BLZ,1992,0.52369183
BLZ,1993,0.5131784
BLZ,1994,0.5023914
BLZ,1995,0.5388855
BLZ,1996,0.52313197
BLZ,1997,0.4829429
BLZ,1998,0.4663682
BLZ,1999,0.45059928
BLZ,2000,0.45686945
BLZ,2001,0.4429447
BLZ,2002,0.4297345
BLZ,2003,0.41707268
BLZ,2004,0.36812615
BLZ,2005,0.35752848
BLZ,2006,0.34741402
BLZ,2007,0.3377591
BLZ,2008,0.3286004
BLZ,2009,0.33592474
BLZ,2010,0.32791698
BLZ,2011,0.32085267
BLZ,2012,0.3140262
BLZ,2013,0.30738065
BLZ,2014,0.30095533
BLZ,2015,0.42099828
BLZ,2016,0.4113353
BLZ,2017,0.53593874
BLZ,2018,0.39454165
BLZ,2019,0.5184248
BLZ,2020,0.51180345
BLZ,2023,
BEN,1985,0.099163435
BEN,1989,0.09762553
BEN,1990,0.113605596
BEN,1991,0.12851396
BEN,1992,0.12460396
BEN,1993,0.1362244
BEN,1994,0.13122356
BEN,1995,0.11723657
BEN,1996,0.11420851
BEN,1997,0.11088627
BEN,1998,0.10751982
BEN,1999,0.1042443
BEN,2000,0.10108605
BEN,2001,0.09804517
BEN,2002,0.09250354
BEN,2003,0.089725584
BEN,2004,0.07353802
BEN,2005,0.09494306
BEN,2007,0.089346364
BEN,2008,0.08668873
BEN,2009,0.07624051
BEN,2010,0.073998876
BEN,2011,0.09362388
BEN,2012,0.090886235
BEN,2013,0.0882454
BEN,2014,0.08567571
BEN,2015,0.085822724
BEN,2016,0.08334902
BEN,2017,0.09966997
BEN,2018,0.098923534
BEN,2019,0.09428986
BEN,2020,0.091812395
BEN,2023,
BMU,2023,
BTN,1985,0.59013647
BTN,1992,0.8654457
BTN,1993,0.9014873
BTN,1994,0.9017637
BTN,1995,0.7299923
BTN,1996,0.91117835
BTN,1997,1.0740062
BTN,1998,1.2293944
BTN,1999,1.2016239
BTN,2000,1.0053366
BTN,2023,
BOL,1985,0.4301643
BOL,1989,0.4296931
BOL,1990,0.42075235
BOL,1991,0.45328063
BOL,1992,0.4306695
BOL,1993,0.4222112
BOL,1994,0.36235294
BOL,1995,0.81400627
BOL,1996,0.7990827
BOL,1997,0.8643636
BOL,1998,0.84923595
BOL,1999,0.8227182
BOL,2000,0.80871207
BOL,2001,0.7837589
BOL,2002,0.77076
BOL,2003,0.75795645
BOL,2004,0.73878944
BOL,2005,0.74780715
BOL,2006,0.8716999
BOL,2007,0.8569146
BOL,2008,0.84257066
BOL,2009,0.8306516
BOL,2010,0.817105
BOL,2011,0.803952
BOL,2012,0.791193
BOL,2013,0.7788399
BOL,2014,0.65629125
BOL,2015,0.6464114
BOL,2016,0.63685334
BOL,2017,0.62585175
BOL,2018,0.6178139
BOL,2019,0.60832834
BOL,2020,0.6008677
BOL,2023,
BES,2023,
BIH,1992,1.4169083
BIH,1994,1.879012
BIH,1995,2.476107
BIH,1996,5.8577623
BIH,1997,2.1402714
BIH,1998,2.1030464
BIH,1999,2.0821884
BIH,2000,1.8270385
BIH,2001,0.5742459
BIH,2002,0.472784
BIH,2003,0.44992372
BIH,2004,0.57957757
BIH,2005,0.2929375
BIH,2006,0.2214991
BIH,2007,0.22425017
BIH,2008,0.22799246
BIH,2009,0.27262107
BIH,2010,0.2775079
BIH,2011,0.28195387
BIH,2012,0.28609917
BIH,2013,0.29079315
BIH,2014,0.29454857
BIH,2015,0.2984239
BIH,2016,0.30233663
BIH,2017,0.3208271
BIH,2018,0.31001434
BIH,2019,0.32880184
BIH,2020,0.33340436
BIH,2023,
BWA,1985,0.3565358
BWA,1989,0.4723528
BWA,1990,0.45954192
BWA,1991,0.5217196
BWA,1992,0.5072537
BWA,1993,0.49293414
BWA,1994,0.47945732
BWA,1995,0.5671238
BWA,1996,0.5534323
BWA,1997,0.5408305
BWA,1998,0.5912159
BWA,1999,0.6090297
BWA,2000,0.5961835
BWA,2001,0.58403814
BWA,2002,0.6018154
BWA,2003,0.59131974
BWA,2004,0.55337065
BWA,2005,0.59788036
BWA,2006,0.5868294
BWA,2007,0.5755688
BWA,2008,0.5641251
BWA,2009,0.52747494
BWA,2010,0.5164616
BWA,2011,0.5063953
BWA,2012,0.49796948
BWA,2013,0.49050775
BWA,2014,0.4834232
BWA,2015,0.4084908
BWA,2016,0.40273285
BWA,2017,0.3970528
BWA,2018,0.3914584
BWA,2019,0.38592854
BWA,2020,0.3804136
BWA,2023,
BRA,1985,0.20366667
BRA,1989,0.2177431
BRA,1990,0.19779651
BRA,1991,0.19443174
BRA,1992,0.19186515
BRA,1993,0.18878211
BRA,1994,0.18585381
BRA,1995,0.42081174
BRA,1996,0.41448823
BRA,1997,0.42019275
BRA,1998,0.41313058
BRA,1999,0.39419374
BRA,2000,0.38685602
BRA,2001,0.3818466
BRA,2002,0.37713563
BRA,2003,0.37271073
BRA,2004,0.37607756
BRA,2005,0.36439824
BRA,2006,0.40395802
BRA,2007,0.38238737
BRA,2008,0.37874162
BRA,2009,0.37144956
BRA,2010,0.3683392
BRA,2011,0.3653538
BRA,2012,0.3624006
BRA,2013,0.3594752
BRA,2014,0.3645949
BRA,2015,0.36171973
BRA,2016,0.358974
BRA,2017,0.35661352
BRA,2018,0.36946788
BRA,2019,0.36730784
BRA,2020,0.365186
BRA,2023,
IOT,2023,
VGB,2023,
BRN,1985,1.8731811
BRN,1989,1.6127146
BRN,1990,1.5670543
BRN,1991,1.5235136
BRN,1992,1.4825907
BRN,1993,1.4443979
BRN,1994,1.760303
BRN,1995,3.0910945
BRN,1996,3.0512748
BRN,1997,2.9642003
BRN,1998,2.8973258
BRN,1999,2.7399147
BRN,2000,2.696161
BRN,2001,2.9101775
BRN,2002,3.1465127
BRN,2003,3.087159
BRN,2004,2.8338888
BRN,2005,3.0651085
BRN,2006,2.4683707
BRN,2007,2.4269423
BRN,2008,2.3824966
BRN,2009,2.4031155
BRN,2010,2.3579855
BRN,2011,2.3163393
BRN,2012,2.2810276
BRN,2013,2.2497709
BRN,2014,2.2197797
BRN,2015,2.1910293
BRN,2016,2.830277
BRN,2017,1.8486723
BRN,2018,1.8731084
BRN,2019,1.8073541
BRN,2020,1.788249
BRN,2023,
BGR,1985,1.6575882
BGR,1989,1.6785405
BGR,1990,1.4622004
BGR,1991,1.2304864
BGR,1992,1.156671
BGR,1993,0.6141868
BGR,1994,0.950472
BGR,1995,1.62608
BGR,1996,1.6583542
BGR,1997,1.6490083
BGR,1998,1.6649992
BGR,1999,1.4225127
BGR,2000,1.4224154
BGR,2001,1.4038129
BGR,2002,1.3024839
BGR,2003,1.0891349
BGR,2004,1.0968615
BGR,2005,1.1046132
BGR,2006,0.98164415
BGR,2007,0.9885529
BGR,2008,0.99528354
BGR,2009,0.87226623
BGR,2010,0.8781799
BGR,2011,0.64092374
BGR,2012,0.6464421
BGR,2013,0.65110654
BGR,2014,0.65481573
BGR,2015,0.65900725
BGR,2016,0.439151
BGR,2017,0.43812627
BGR,2018,0.5260021
BGR,2019,0.530434
BGR,2020,0.5336329
BGR,2023,
BFA,1985,0.050000712
BFA,1989,0.08967478
BFA,1990,0.10917849
BFA,1991,0.10644431
BFA,1992,0.093465395
BFA,1993,0.09117002
BFA,1994,0.08889983
BFA,1995,0.09916543
BFA,1996,0.09666014
BFA,1997,0.091456406
BFA,1998,0.09118711
BFA,1999,0.08898577
BFA,2000,0.09475498
BFA,2001,0.11549461
BFA,2002,0.113556996
BFA,2003,0.114657134
BFA,2004,0.07592321
BFA,2005,0.080748886
BFA,2007,0.07593004
BFA,2008,0.073731594
BFA,2009,0.0728834
BFA,2010,0.07078188
BFA,2011,0.06871983
BFA,2012,0.06667739
BFA,2013,0.06470619
BFA,2014,0.062810555
BFA,2015,0.060977392
BFA,2016,0.059219614
BFA,2017,0.05529203
BFA,2018,0.054799225
BFA,2019,0.052476134
BFA,2020,0.05121367
BFA,2023,
BDI,1985,0.103297554
BDI,1989,0.20103624
BDI,1990,0.21478394
BDI,1991,0.21038555
BDI,1992,0.22190522
BDI,1993,0.22900213
BDI,1994,0.29752472
BDI,1995,0.240675
BDI,1996,0.36241063
BDI,1997,0.3624387
BDI,1998,0.7030788
BDI,1999,0.71799403
BDI,2000,0.7032293
BDI,2001,0.76872975
BDI,2002,0.74735284
BDI,2003,0.79510397
BDI,2004,1.1079795
BDI,2005,1.0807581
BDI,2007,0.6248597
BDI,2008,0.5996056
BDI,2009,0.5705435
BDI,2010,0.5444524
BDI,2011,0.525318
BDI,2012,0.5064055
BDI,2013,0.48901793
BDI,2014,0.4726963
BDI,2015,0.37112355
BDI,2016,0.4542051
BDI,2017,0.26940778
BDI,2018,0.43046072
BDI,2019,0.4161468
BDI,2020,0.24570036
BDI,2023,
KHM,1985,0.57911325
KHM,1989,1.3996062
KHM,1990,1.518705
KHM,1991,1.4570411
KHM,1992,1.6639899
KHM,1993,1.183797
KHM,1994,0.7576488
KHM,1995,3.0793169
KHM,1996,2.8487537
KHM,1997,3.1155636
KHM,1998,2.9772441
KHM,1999,2.926865
KHM,2000,2.8887115
KHM,2001,1.6352733
KHM,2002,1.4935586
KHM,2003,1.4711611
KHM,2004,1.4496377
KHM,2005,1.4212207
KHM,2006,1.4003987
KHM,2007,1.3798851
KHM,2008,1.3590987
KHM,2009,1.3399397
KHM,2010,1.3192482
KHM,2011,1.2993685
KHM,2012,1.2800232
KHM,2013,1.2610275
KHM,2014,1.2424724
KHM,2015,1.2244607
KHM,2016,1.2067304
KHM,2017,1.1883043
KHM,2018,1.1754605
KHM,2019,1.1588931
KHM,2020,1.1419729
KHM,2023,
CMR,1985,0.07478225
CMR,1989,0.19086224
CMR,1990,0.20296918
CMR,1991,0.20570605
CMR,1992,0.09994738
CMR,1993,0.097141795
CMR,1994,0.09445209
CMR,1995,0.18072562
CMR,1996,0.1647444
CMR,1997,0.1604336
CMR,1998,0.15624107
CMR,1999,0.15215051
CMR,2000,0.14819695
CMR,2001,0.20314264
CMR,2002,0.20412722
CMR,2003,0.19863491
CMR,2004,0.13846724
CMR,2005,0.1347034
CMR,2007,0.12742485
CMR,2008,0.123828955
CMR,2009,0.12085432
CMR,2010,0.11795801
CMR,2011,0.114174046
CMR,2012,0.111487664
CMR,2013,0.10839941
CMR,2014,0.10516845
CMR,2015,0.10279671
CMR,2016,0.099769264
CMR,2017,0.09946717
CMR,2018,0.13867421
CMR,2019,0.13330172
CMR,2020,0.12971893
CMR,2023,
CAN,1985,0.32012442
CAN,1989,0.32156697
CAN,1990,0.31306916
CAN,1991,0.30542913
CAN,1992,0.28771916
CAN,1993,0.26360896
CAN,1994,0.2573135
CAN,1995,0.25696653
CAN,1996,0.26808068
CAN,1997,0.24185744
CAN,1998,0.23063028
CAN,1999,0.22859922
CAN,2000,0.221742
CAN,2001,0.21176712
CAN,2002,0.19533522
CAN,2003,0.193489
CAN,2004,0.22095926
CAN,2005,0.21886475
CAN,2006,0.19536543
CAN,2007,0.1933995
CAN,2008,0.19133584
CAN,2009,0.19429249
CAN,2010,0.19212298
CAN,2011,0.19012946
CAN,2012,0.18899009
CAN,2013,0.18615396
CAN,2014,0.19700162
CAN,2015,0.18769717
CAN,2016,0.18567783
CAN,2017,0.19560727
CAN,2018,0.1941282
CAN,2019,0.19056247
CAN,2020,0.18862067
CAN,2023,
CPV,1985,2.2169437
CPV,1989,0.81574494
CPV,1990,0.26638892
CPV,1991,0.2600415
CPV,1992,0.25420713
CPV,1993,0.24879831
CPV,1994,0.24379303
CPV,1995,0.27507553
CPV,1996,0.27024296
CPV,1997,0.2657405
CPV,1998,0.26151758
CPV,1999,0.26876843
CPV,2000,0.26473352
CPV,2001,0.2824503
CPV,2002,0.27836603
CPV,2003,0.27464575
CPV,2004,0.20862366
CPV,2005,0.20615199
CPV,2007,0.20155236
CPV,2008,0.19947578
CPV,2009,0.23711011
CPV,2010,0.23540905
CPV,2011,0.23464814
CPV,2012,0.23441209
CPV,2013,0.23429126
CPV,2014,0.23424643
CPV,2015,0.2342126
CPV,2016,0.23414223
CPV,2017,0.19498955
CPV,2018,0.23375273
CPV,2019,0.19452679
CPV,2020,0.1943136
CPV,2023,
CYM,2023,
CAF,1985,0.088431135
CAF,1989,0.17960222
CAF,1990,0.13928193
CAF,1991,0.13499153
CAF,1992,0.13077053
CAF,1993,0.1266708
CAF,1994,0.122778624
CAF,1995,0.14934258
CAF,1996,0.14552097
CAF,1997,0.14157692
CAF,1998,0.13640888
CAF,1999,0.13406983
CAF,2000,0.14086784
CAF,2001,0.10715806
CAF,2002,0.0886163
CAF,2003,0.08773986
CAF,2004,0.04770098
CAF,2005,0.06995025
CAF,2007,0.06722343
CAF,2008,0.06580476
CAF,2009,0.06955164
CAF,2010,0.07010978
CAF,2011,0.0690035
CAF,2012,0.17675872
CAF,2013,0.17555632
CAF,2014,0.17628688
CAF,2015,0.17605333
CAF,2016,0.17290361
CAF,2017,0.16689391
CAF,2018,0.20805098
CAF,2019,0.20223841
CAF,2020,0.1989423
CAF,2023,
TCD,1985,0.23939283
TCD,1989,0.5670548
TCD,1990,0.8357301
TCD,1991,0.80571985
TCD,1992,0.58690774
TCD,1993,0.4525501
TCD,1994,0.5896742
TCD,1995,0.49160594
TCD,1996,0.47030652
TCD,1997,0.4543483
TCD,1998,0.4389837
TCD,1999,0.42382905
TCD,2000,0.4064832
TCD,2001,0.39640766
TCD,2002,0.3828372
TCD,2003,0.3667879
TCD,2004,0.34274283
TCD,2005,0.33888304
TCD,2007,0.3158386
TCD,2008,0.30497774
TCD,2009,0.2945254
TCD,2010,0.28304487
TCD,2011,0.2732273
TCD,2012,0.26379624
TCD,2013,0.25454614
TCD,2014,0.28085852
TCD,2015,0.2720587
TCD,2016,0.26365227
TCD,2017,0.22403276
TCD,2018,0.20332399
TCD,2019,0.26970044
TCD,2020,0.2612537
TCD,2023,
CHL,1985,0.8148297
CHL,1989,0.71888214
CHL,1990,0.7069958
CHL,1991,0.6587406
CHL,1992,0.66260815
CHL,1993,0.6523796
CHL,1994,0.71247905
CHL,1995,0.8948651
CHL,1996,0.8205508
CHL,1997,0.8404552
CHL,1998,0.8196856
CHL,1999,0.7996472
CHL,2000,0.75143933
CHL,2001,0.77914745
CHL,2002,0.73969525
CHL,2003,0.7120258
CHL,2004,0.7166125
CHL,2005,0.70953524
CHL,2006,0.62389666
CHL,2007,0.6178201
CHL,2008,0.61167765
CHL,2009,0.6100701
CHL,2010,0.6039723
CHL,2011,0.59792197
CHL,2012,0.60562587
CHL,2013,0.59987706
CHL,2014,0.61267984
CHL,2015,0.60645264
CHL,2016,0.66731715
CHL,2017,0.6573695
CHL,2018,0.6467956
